Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
Australia,South Africa,South Africa,Brisbane,15-01-06,5,wickets
South Africa,Sri Lanka,Sri Lanka,Brisbane,17-01-06,94,runs
Australia,South Africa,Australia,Melbourne (Docklands),20-01-06,59,runs
Australia,Sri Lanka,Sri Lanka,Sydney,22-01-06,51,runs
South Africa,Sri Lanka,South Africa,Adelaide,24-01-06,9,runs
Australia,Sri Lanka,Australia,Adelaide,26-01-06,5,wickets
Australia,Sri Lanka,Australia,Perth,29-01-06,6,wickets
South Africa,Sri Lanka,South Africa,Perth,31-01-06,5,wickets
Australia,South Africa,Australia,Melbourne (Docklands),03-02-06,80,runs
Australia,South Africa,Australia,Sydney,05-02-06,57,runs
Pakistan,India,Pakistan,Peshawar,06-02-06,7,runs
South Africa,Sri Lanka,Sri Lanka,Hobart,07-02-06,76,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,10-02-06,22,runs
Pakistan,India,India,Rawalpindi,11-02-06,7,wickets
Australia,Sri Lanka,Australia,Sydney,12-02-06,167,runs
Pakistan,India,India,Lahore,13-02-06,5,wickets
Australia,Sri Lanka,Australia,Brisbane,14-02-06,9,wickets
Pakistan,India,India,Multan,16-02-06,5,wickets
New Zealand,West Indies,New Zealand,Wellington,18-02-06,81,runs
Pakistan,India,India,Karachi,19-02-06,8,wickets
Bangladesh,Sri Lanka,Sri Lanka,Bogra,20-02-06,5,wickets
Bangladesh,Sri Lanka,Bangladesh,Bogra,22-02-06,4,wickets
New Zealand,West Indies,New Zealand,Queenstown,22-02-06,3,wickets
New Zealand,West Indies,New Zealand,Christchurch,25-02-06,21,runs
Bangladesh,Sri Lanka,Sri Lanka,Chittagong,25-02-06,78,runs
Zimbabwe,Kenya,Zimbabwe,Bulawayo,25-02-06,8,wickets
Zimbabwe,Kenya,Kenya,Bulawayo,26-02-06,79,runs
South Africa,Australia,South Africa,Centurion,26-02-06,6,wickets
New Zealand,West Indies,New Zealand,Napier,01-03-06,91,runs
Zimbabwe,Kenya,Kenya,Harare,01-03-06,65,runs
South Africa,Australia,South Africa,Cape Town,03-03-06,196,runs
Zimbabwe,Kenya,Zimbabwe,Harare,03-03-06,109,runs
New Zealand,West Indies,West Indies,Auckland,04-03-06,3,wickets
South Africa,Australia,Australia,Port Elizabeth,05-03-06,24,runs
South Africa,Australia,Australia,Durban,10-03-06,1,wicket
South Africa,Australia,South Africa,Johannesburg,12-03-06,1,wicket
Sri Lanka,Pakistan,no result,Colombo (RPS),17-03-06,131,runs
Bangladesh,Kenya,Bangladesh,Bogra,17-03-06,131,runs
Sri Lanka,Pakistan,Pakistan,Colombo (RPS),19-03-06,4,wickets
Bangladesh,Kenya,Bangladesh,Khulna,20-03-06,9,wickets
Sri Lanka,Pakistan,Pakistan,Colombo (SSC),22-03-06,4,wickets
Bangladesh,Kenya,Bangladesh,Fatullah,23-03-06,20,runs
Bangladesh,Kenya,Bangladesh,Fatullah,25-03-06,7,wickets
India,England,India,Delhi,28-03-06,39,runs
India,England,India,Faridabad,31-03-06,4,wickets
India,England,India,Margao,03-04-06,49,runs
India,England,India,Kochi,06-04-06,4,wickets
India,England,England,Jamshedpur,12-04-06,5,wickets
India,England,India,Indore,15-04-06,7,wickets
India,Pakistan,Pakistan,Abu Dhabi,18-04-06,6,wickets
India,Pakistan,India,Abu Dhabi,19-04-06,51,runs
Bangladesh,Australia,Australia,Chittagong,23-04-06,4,wickets
Bangladesh,Australia,Australia,Fatullah,26-04-06,67,runs
Bangladesh,Australia,Australia,Fatullah,28-04-06,9,wickets
West Indies,Zimbabwe,West Indies,St John's,29-04-06,5,wickets
West Indies,Zimbabwe,West Indies,St John's,30-04-06,98,runs
West Indies,Zimbabwe,West Indies,Georgetown,07-05-06,82,runs
West Indies,Zimbabwe,West Indies,Gros Islet,10-05-06,10,wickets
West Indies,Zimbabwe,no result,Port of Spain,13-05-06,57,wickets
West Indies,Zimbabwe,West Indies,Port of Spain,14-05-06,104,runs
Canada,Zimbabwe,Zimbabwe,Port of Spain,16-05-06,143,runs
Bermuda,Canada,Bermuda,Port of Spain,17-05-06,3,wickets
Bermuda,Zimbabwe,Zimbabwe,Port of Spain,18-05-06,194,runs
West Indies,India,India,Kingston,18-05-06,5,wickets
Bermuda,Zimbabwe,Zimbabwe,Port of Spain,20-05-06,83,runs
West Indies,India,West Indies,Kingston,20-05-06,1,run
West Indies,India,West Indies,Basseterre,23-05-06,4,wickets
West Indies,India,West Indies,Port of Spain,26-05-06,6,wickets
West Indies,India,West Indies,Port of Spain,28-05-06,19,runs
Ireland,England,England,Belfast,13-06-06,38,runs
England,Sri Lanka,Sri Lanka,Lord's,17-06-06,20,runs
England,Sri Lanka,Sri Lanka,The Oval,20-06-06,46,runs
England,Sri Lanka,Sri Lanka,Chester-le-Street,24-06-06,8,wickets
Scotland,Pakistan,Pakistan,Edinburgh,27-06-06,5,wickets
England,Sri Lanka,Sri Lanka,Manchester,28-06-06,33,runs
England,Sri Lanka,Sri Lanka,Leeds,01-07-06,8,wickets
Netherlands,Sri Lanka,Sri Lanka,Amstelveen,04-07-06,195,runs
Netherlands,Sri Lanka,Sri Lanka,Amstelveen,06-07-06,55,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,29-07-06,2,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,30-07-06,62,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,02-08-06,2,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,04-08-06,7,wickets
Canada,Kenya,Kenya,Toronto,05-08-06,108,runs
Scotland,Ireland,Ireland,Ayr,05-08-06,85,runs
Zimbabwe,Bangladesh,Bangladesh,Harare,06-08-06,8,wickets
Scotland,Netherlands,Scotland,Ayr,06-08-06,4,wickets
Canada,Kenya,Kenya,Toronto,06-08-06,5,wickets
Ireland,Netherlands,no result,Ayr,08-08-06,6,wickets
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),12-08-06,6,wickets
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),13-08-06,2,wickets
Kenya,Bangladesh,Bangladesh,Nairobi (Gym),15-08-06,6,wickets
Canada,Bermuda,Bermuda,Toronto,19-08-06,6,wickets
Canada,Bermuda,Bermuda,Toronto,21-08-06,11,runs
England,Pakistan,no result,Cardiff,30-08-06,9,runs
England,Pakistan,Pakistan,Lord's,02-09-06,7,wickets
England,Pakistan,Pakistan,Southampton,05-09-06,2,wickets
England,Pakistan,England,Nottingham,08-09-06,8,wickets
England,Pakistan,England,Birmingham,10-09-06,3,wickets
Australia,West Indies,Australia,Kuala Lumpur,12-09-06,78,runs
India,West Indies,West Indies,Kuala Lumpur,14-09-06,29,runs
South Africa,Zimbabwe,South Africa,Bloemfontein,15-09-06,5,wickets
Australia,India,no result,Kuala Lumpur,16-09-06,4,wickets
Australia,West Indies,West Indies,Kuala Lumpur,18-09-06,3,wickets
South Africa,Zimbabwe,South Africa,East London,18-09-06,6,wickets
India,West Indies,India,Kuala Lumpur,20-09-06,16,runs
South Africa,Zimbabwe,South Africa,Potchefstroom,20-09-06,171,runs
Australia,India,Australia,Kuala Lumpur,22-09-06,18,runs
Australia,West Indies,Australia,Kuala Lumpur,24-09-06,127,runs
Bangladesh,Sri Lanka,Sri Lanka,Mohali,07-10-06,37,runs
West Indies,Zimbabwe,West Indies,Ahmedabad,08-10-06,9,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Ahmedabad,10-10-06,144,runs
Bangladesh,West Indies,West Indies,Jaipur,11-10-06,10,wickets
Bangladesh,Zimbabwe,Bangladesh,Jaipur,13-10-06,101,runs
Sri Lanka,West Indies,Sri Lanka,Mumbai (BS),14-10-06,9,wickets
India,England,India,Jaipur,15-10-06,4,wickets
New Zealand,South Africa,New Zealand,Mumbai (BS),16-10-06,87,runs
Pakistan,Sri Lanka,Pakistan,Jaipur,17-10-06,4,wickets
Australia,West Indies,West Indies,Mumbai (BS),18-10-06,10,runs
New Zealand,Sri Lanka,Sri Lanka,Mumbai (BS),20-10-06,7,wickets
Australia,England,Australia,Jaipur,21-10-06,6,wickets
South Africa,Sri Lanka,South Africa,Ahmedabad,24-10-06,78,runs
New Zealand,Pakistan,New Zealand,Mohali,25-10-06,51,runs
India,West Indies,West Indies,Ahmedabad,26-10-06,3,wickets
Pakistan,South Africa,South Africa,Mohali,27-10-06,124,runs
England,West Indies,England,Ahmedabad,28-10-06,3,wickets
India,Australia,Australia,Mohali,29-10-06,6,wickets
Australia,New Zealand,Australia,Mohali,01-11-06,34,runs
South Africa,West Indies,West Indies,Jaipur,02-11-06,6,wickets
Australia,West Indies,Australia,Mumbai (BS),05-11-06,8,wickets
Kenya,Bermuda,Kenya,Mombasa,11-11-06,79,runs
Kenya,Bermuda,Kenya,Mombasa,12-11-06,7,wickets
Kenya,Bermuda,Kenya,Mombasa,14-11-06,104,runs
South Africa,India,South Africa,Durban,22-11-06,157,runs
Canada,Netherlands,Netherlands,Potchefstroom,26-11-06,17,runs
South Africa,India,South Africa,Cape Town,26-11-06,106,runs
Bermuda,Canada,Canada,Potchefstroom,27-11-06,5,wickets
Bermuda,Netherlands,Netherlands,Potchefstroom,28-11-06,8,wickets
South Africa,India,South Africa,Port Elizabeth,29-11-06,80,runs
Bangladesh,Zimbabwe,Bangladesh,Khulna,30-11-06,9,wickets
Bermuda,Canada,Canada,Benoni,30-11-06,3,wickets
Canada,Netherlands,Netherlands,Benoni,01-12-06,1,wicket
Bermuda,Netherlands,Bermuda,Benoni,02-12-06,6,wickets
Bangladesh,Zimbabwe,Bangladesh,Bogra,03-12-06,6,wickets
South Africa,India,South Africa,Centurion,03-12-06,9,wickets
Bangladesh,Zimbabwe,Bangladesh,Bogra,05-12-06,26,runs
Pakistan,West Indies,Pakistan,Faisalabad,07-12-06,2,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,08-12-06,8,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,09-12-06,3,wickets
Pakistan,West Indies,Pakistan,Lahore,10-12-06,7,wickets
Pakistan,West Indies,West Indies,Multan,13-12-06,7,wickets
Bangladesh,Scotland,Bangladesh,Chittagong,15-12-06,6,wickets
Pakistan,West Indies,Pakistan,Karachi,16-12-06,7,wickets
Bangladesh,Scotland,Bangladesh,Dhaka,17-12-06,146,runs
New Zealand,Sri Lanka,Sri Lanka,Napier,28-12-06,7,wickets
New Zealand,Sri Lanka,New Zealand,Queenstown,31-12-06,1,wicket
New Zealand,Sri Lanka,New Zealand,Christchurch,02-01-07,4,wickets
New Zealand,Sri Lanka,Sri Lanka,Auckland,06-01-07,189,runs
New Zealand,Sri Lanka,no result,Hamilton,09-01-07,98,runs
Australia,England,Australia,Melbourne,12-01-07,8,wickets
Australia,New Zealand,Australia,Hobart,14-01-07,105,runs
England,New Zealand,England,Hobart,16-01-07,3,wickets
Kenya,Scotland,Kenya,Mombasa,17-01-07,190,runs
Canada,Scotland,Scotland,Mombasa,18-01-07,2,wickets
Australia,England,Australia,Brisbane,19-01-07,4,wickets
Kenya,Scotland,Kenya,Mombasa,21-01-07,6,runs
India,West Indies,India,Nagpur,21-01-07,14,runs
Australia,New Zealand,Australia,Sydney,21-01-07,2,wickets
England,New Zealand,New Zealand,Adelaide,23-01-07,90,runs
Canada,Scotland,Scotland,Mombasa,23-01-07,2,wickets
Kenya,Canada,Canada,Mombasa,24-01-07,69,runs
India,West Indies,India,Cuttack,24-01-07,20,runs
Australia,England,Australia,Adelaide,26-01-07,9,wickets
India,West Indies,West Indies,Chennai,27-01-07,3,wickets
Australia,New Zealand,Australia,Perth,28-01-07,8,runs
Kenya,Bermuda,Kenya,Nairobi (Jaff),29-01-07,10,wickets
Ireland,Scotland,Scotland,Nairobi (Gym),30-01-07,3,wickets
Canada,Netherlands,Netherlands,Nairobi (Ruaraka),30-01-07,8,wickets
England,New Zealand,New Zealand,Perth,30-01-07,58,runs
Canada,Scotland,Scotland,Nairobi (Ruaraka),31-01-07,7,runs
Kenya,Netherlands,Kenya,Nairobi (Gym),31-01-07,7,wickets
India,West Indies,India,Vadodara,31-01-07,160,runs
Bermuda,Ireland,Ireland,Nairobi (Jaff),31-01-07,4,wickets
Australia,England,England,Sydney,02-02-07,92,runs
Bermuda,Canada,Canada,Nairobi (Gym),02-02-07,56,runs
Kenya,Ireland,Kenya,Nairobi (Ruaraka),02-02-07,1,wicket
Netherlands,Scotland,Scotland,Nairobi (Jaff),02-02-07,2,runs
Australia,New Zealand,Australia,Melbourne,04-02-07,5,wickets
Bermuda,Netherlands,Netherlands,Nairobi (Ruaraka),04-02-07,8,wickets
Canada,Ireland,Canada,Nairobi (Jaff),04-02-07,6,wickets
Kenya,Scotland,Scotland,Nairobi (Gym),04-02-07,77,runs
Zimbabwe,Bangladesh,Bangladesh,Harare,04-02-07,45,runs
South Africa,Pakistan,South Africa,Centurion,04-02-07,164,runs
Kenya,Canada,Kenya,Nairobi (Jaff),05-02-07,158,runs
Ireland,Netherlands,Netherlands,Nairobi (Gym),05-02-07,6,runs
Bermuda,Scotland,Bermuda,Nairobi (Ruaraka),05-02-07,5,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,06-02-07,8,wickets
England,New Zealand,England,Brisbane,06-02-07,14,runs
Kenya,Scotland,Kenya,Nairobi (Gym),07-02-07,8,wickets
South Africa,Pakistan,Pakistan,Durban,07-02-07,141,runs
India,Sri Lanka,no result,Kolkata,08-02-07,72,runs
Australia,England,England,Melbourne,09-02-07,4,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,09-02-07,14,runs
South Africa,Pakistan,no result,Port Elizabeth,09-02-07,14,runs
Zimbabwe,Bangladesh,Bangladesh,Harare,10-02-07,1,wicket
India,Sri Lanka,Sri Lanka,Rajkot,11-02-07,5,runs
South Africa,Pakistan,South Africa,Cape Town,11-02-07,10,wickets
Australia,England,England,Sydney,11-02-07,34,runs
South Africa,Pakistan,South Africa,Johannesburg,14-02-07,9,wickets
India,Sri Lanka,India,Margao,14-02-07,5,wickets
New Zealand,Australia,New Zealand,Wellington,16-02-07,10,wickets
India,Sri Lanka,India,Visakhapatnam,17-02-07,7,wickets
New Zealand,Australia,New Zealand,Auckland,18-02-07,5,wickets
New Zealand,Australia,New Zealand,Hamilton,20-02-07,1,wicket
Bangladesh,Bermuda,Bangladesh,St John's,25-02-07,8,wickets
Bermuda,Canada,Canada,St John's,26-02-07,3,wickets
Bangladesh,Canada,Bangladesh,St John's,28-02-07,13,runs
West Indies,Pakistan,West Indies,Kingston,13-03-07,54,runs
Australia,Scotland,Australia,Basseterre,14-03-07,203,runs
Canada,Kenya,Kenya,Gros Islet,14-03-07,7,wickets
Bermuda,Sri Lanka,Sri Lanka,Port of Spain,15-03-07,243,runs
Ireland,Zimbabwe,tied,Kingston,15-03-07,243,runs
England,New Zealand,New Zealand,Gros Islet,16-03-07,6,wickets
Netherlands,South Africa,South Africa,Basseterre,16-03-07,221,runs
Ireland,Pakistan,Ireland,Kingston,17-03-07,3,wickets
Bangladesh,India,Bangladesh,Port of Spain,17-03-07,5,wickets
Canada,England,England,Gros Islet,18-03-07,51,runs
Australia,Netherlands,Australia,Basseterre,18-03-07,229,runs
Bermuda,India,India,Port of Spain,19-03-07,257,runs
West Indies,Zimbabwe,West Indies,Kingston,19-03-07,6,wickets
Kenya,New Zealand,New Zealand,Gros Islet,20-03-07,148,runs
Scotland,South Africa,South Africa,Basseterre,20-03-07,7,wickets
Bangladesh,Sri Lanka,Sri Lanka,Port of Spain,21-03-07,198,runs
Pakistan,Zimbabwe,Pakistan,Kingston,21-03-07,93,runs
Canada,New Zealand,New Zealand,Gros Islet,22-03-07,114,runs
Netherlands,Scotland,Netherlands,Basseterre,22-03-07,8,wickets
India,Sri Lanka,Sri Lanka,Port of Spain,23-03-07,69,runs
West Indies,Ireland,West Indies,Kingston,23-03-07,8,wickets
England,Kenya,England,Gros Islet,24-03-07,7,wickets
Australia,South Africa,Australia,Basseterre,24-03-07,83,runs
Bangladesh,Bermuda,Bangladesh,Port of Spain,25-03-07,7,wickets
South Africa,Sri Lanka,South Africa,Providence,28-03-07,1,wicket
West Indies,New Zealand,New Zealand,North Sound,29-03-07,7,wickets
England,Ireland,England,Providence,30-03-07,48,runs
Australia,Bangladesh,Australia,North Sound,31-03-07,10,wickets
West Indies,Sri Lanka,Sri Lanka,Providence,01-04-07,113,runs
Bangladesh,New Zealand,New Zealand,North Sound,02-04-07,9,wickets
Ireland,South Africa,South Africa,Providence,03-04-07,7,wickets
England,Sri Lanka,Sri Lanka,North Sound,04-04-07,2,runs
Bangladesh,South Africa,Bangladesh,Providence,07-04-07,67,runs
Australia,England,Australia,North Sound,08-04-07,7,wickets
Ireland,New Zealand,New Zealand,Providence,09-04-07,129,runs
West Indies,South Africa,South Africa,St George's,10-04-07,67,runs
Bangladesh,England,England,Bridgetown,11-04-07,4,wickets
New Zealand,Sri Lanka,Sri Lanka,St George's,12-04-07,6,wickets
Australia,Ireland,Australia,Bridgetown,13-04-07,9,wickets
New Zealand,South Africa,New Zealand,St George's,14-04-07,5,wickets
Bangladesh,Ireland,Ireland,Bridgetown,15-04-07,74,runs
Australia,Sri Lanka,Australia,St George's,16-04-07,7,wickets
England,South Africa,South Africa,Bridgetown,17-04-07,9,wickets
Ireland,Sri Lanka,Sri Lanka,St George's,18-04-07,8,wickets
West Indies,Bangladesh,West Indies,Bridgetown,19-04-07,99,runs
Australia,New Zealand,Australia,St George's,20-04-07,215,runs
West Indies,England,England,Bridgetown,21-04-07,1,wicket
New Zealand,Sri Lanka,Sri Lanka,Kingston,24-04-07,81,runs
Australia,South Africa,Australia,Gros Islet,25-04-07,7,wickets
Australia,Sri Lanka,Australia,Bridgetown,28-04-07,53,runs
Bangladesh,India,India,Dhaka,10-05-07,5,wickets
Bangladesh,India,India,Dhaka,12-05-07,46,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,18-05-07,5,wickets
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,20-05-07,98,runs
Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,22-05-07,115,runs
Africa XI,Asia XI,Asia XI,Bengaluru,06-06-07,34,runs
Africa XI,Asia XI,Asia XI,Chennai,09-06-07,31,runs
Africa XI,Asia XI,Asia XI,Chennai,10-06-07,13,runs
Ireland,India,India,Belfast,23-06-07,9,wickets
Ireland,South Africa,South Africa,Belfast,24-06-07,42,runs
India,South Africa,South Africa,Belfast,26-06-07,4,wickets
India,South Africa,India,Belfast,29-06-07,6,wickets
England,West Indies,England,Lord's,01-07-07,79,runs
India,South Africa,India,Belfast,01-07-07,6,wickets
Canada,Netherlands,Netherlands,Toronto,03-07-07,117,runs
England,West Indies,West Indies,Birmingham,04-07-07,61,runs
England,West Indies,West Indies,Nottingham,07-07-07,93,runs
Netherlands,West Indies,West Indies,Dublin,10-07-07,10,wickets
Ireland,Netherlands,Ireland,Belfast,11-07-07,1,run
Scotland,West Indies,West Indies,Dublin,12-07-07,4,wickets
Netherlands,Scotland,no result,Belfast,13-07-07,10,wickets
Ireland,West Indies,no result,Dublin,14-07-07,17,wickets
Ireland,Scotland,Ireland,Belfast,15-07-07,23,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (PSS),20-07-07,70,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),23-07-07,5,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),25-07-07,39,runs
Scotland,India,India,Glasgow,16-08-07,7,wickets
Netherlands,Bermuda,Netherlands,Rotterdam,18-08-07,172,runs
Netherlands,Bermuda,Netherlands,Rotterdam,20-08-07,8,wickets
England,India,England,Southampton,21-08-07,104,runs
Zimbabwe,South Africa,South Africa,Bulawayo,22-08-07,5,wickets
England,India,India,Bristol,24-08-07,9,runs
Zimbabwe,South Africa,South Africa,Harare,25-08-07,8,wickets
Zimbabwe,South Africa,South Africa,Harare,26-08-07,28,runs
England,India,England,Birmingham,27-08-07,42,runs
England,India,England,Manchester,30-08-07,3,wickets
England,India,India,Leeds,02-09-07,38,runs
England,India,India,The Oval,05-09-07,2,wickets
England,India,England,Lord's,08-09-07,7,wickets
India,Australia,no result,Bengaluru,29-09-07,63,wickets
Sri Lanka,England,Sri Lanka,Dambulla,01-10-07,119,runs
India,Australia,Australia,Kochi,02-10-07,84,runs
Sri Lanka,England,England,Dambulla,04-10-07,65,runs
India,Australia,Australia,Hyderabad (Deccan),05-10-07,47,runs
Sri Lanka,England,England,Dambulla,07-10-07,2,wickets
India,Australia,India,Chandigarh,08-10-07,8,runs
Sri Lanka,England,England,Colombo (RPS),10-10-07,5,wickets
India,Australia,Australia,Vadodara,11-10-07,9,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),13-10-07,107,runs
India,Australia,Australia,Nagpur,14-10-07,18,runs
India,Australia,India,Mumbai,17-10-07,2,wickets
Kenya,Canada,Kenya,Nairobi (Gym),18-10-07,4,wickets
Pakistan,South Africa,South Africa,Lahore,18-10-07,45,runs
Pakistan,South Africa,Pakistan,Lahore,20-10-07,25,runs
Kenya,Canada,Kenya,Nairobi (Gym),20-10-07,4,wickets
Pakistan,South Africa,Pakistan,Faisalabad,23-10-07,6,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),25-10-07,8,wickets
Pakistan,South Africa,South Africa,Multan,26-10-07,7,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),27-10-07,3,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),28-10-07,1,wicket
Pakistan,South Africa,South Africa,Lahore,29-10-07,14,runs
India,Pakistan,India,Guwahati,05-11-07,5,wickets
India,Pakistan,Pakistan,Mohali,08-11-07,4,wickets
India,Pakistan,India,Kanpur,11-11-07,46,runs
India,Pakistan,India,Gwalior,15-11-07,6,wickets
India,Pakistan,Pakistan,Jaipur,18-11-07,31,runs
South Africa,New Zealand,South Africa,Durban,25-11-07,2,wickets
South Africa,New Zealand,New Zealand,Port Elizabeth,30-11-07,7,wickets
Zimbabwe,West Indies,Zimbabwe,Harare,30-11-07,30,runs
Zimbabwe,West Indies,West Indies,Harare,02-12-07,110,runs
South Africa,New Zealand,South Africa,Cape Town,02-12-07,5,wickets
Zimbabwe,West Indies,West Indies,Harare,04-12-07,6,wickets
Zimbabwe,West Indies,West Indies,Bulawayo,07-12-07,5,wickets
Australia,New Zealand,Australia,Adelaide,14-12-07,7,wickets
Australia,New Zealand,no result,Sydney,16-12-07,60,wickets
Australia,New Zealand,Australia,Hobart,20-12-07,114,runs
New Zealand,Bangladesh,New Zealand,Auckland,26-12-07,6,wickets
New Zealand,Bangladesh,New Zealand,Napier,28-12-07,102,runs
New Zealand,Bangladesh,New Zealand,Queenstown,31-12-07,10,wickets
South Africa,West Indies,South Africa,Centurion,20-01-08,6,wickets
Pakistan,Zimbabwe,Pakistan,Karachi,21-01-08,104,runs
Pakistan,Zimbabwe,Pakistan,Hyderabad (Sind),24-01-08,5,wickets
South Africa,West Indies,South Africa,Cape Town,25-01-08,86,runs
South Africa,West Indies,South Africa,Port Elizabeth,27-01-08,7,wickets
Pakistan,Zimbabwe,Pakistan,Multan,27-01-08,37,runs
Pakistan,Zimbabwe,Pakistan,Faisalabad,30-01-08,7,wickets
South Africa,West Indies,South Africa,Durban,01-02-08,5,wickets
Pakistan,Zimbabwe,Pakistan,Sheikhupura,02-02-08,7,wickets
Australia,India,no result,Brisbane,03-02-08,8,wickets
South Africa,West Indies,South Africa,Johannesburg,03-02-08,8,wickets
India,Sri Lanka,no result,Brisbane,05-02-08,68,wickets
Australia,Sri Lanka,Australia,Sydney,08-02-08,128,runs
New Zealand,England,New Zealand,Wellington,09-02-08,6,wickets
Australia,India,India,Melbourne,10-02-08,5,wickets
New Zealand,England,New Zealand,Hamilton,12-02-08,10,wickets
India,Sri Lanka,Sri Lanka,Canberra,12-02-08,8,wickets
