Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
Australia,England,Australia,Jaipur,2006-10-21,6,wickets
South Africa,Sri Lanka,South Africa,Ahmedabad,2006-10-24,78,runs
New Zealand,Pakistan,New Zealand,Mohali,2006-10-25,51,runs
India,West Indies,West Indies,Ahmedabad,2006-10-26,3,wickets
Pakistan,South Africa,South Africa,Mohali,2006-10-27,124,runs
England,West Indies,England,Ahmedabad,2006-10-28,3,wickets
India,Australia,Australia,Mohali,2006-10-29,6,wickets
Australia,New Zealand,Australia,Mohali,2006-11-01,34,runs
South Africa,West Indies,West Indies,Jaipur,2006-11-02,6,wickets
Australia,West Indies,Australia,Mumbai (BS),2006-11-05,8,wickets
Kenya,Bermuda,Kenya,Mombasa,2006-11-11,79,runs
Kenya,Bermuda,Kenya,Mombasa,2006-11-12,7,wickets
Kenya,Bermuda,Kenya,Mombasa,2006-11-14,104,runs
South Africa,India,South Africa,Durban,2006-11-22,157,runs
Canada,Netherlands,Netherlands,Potchefstroom,2006-11-26,17,runs
South Africa,India,South Africa,Cape Town,2006-11-26,106,runs
Bermuda,Canada,Canada,Potchefstroom,2006-11-27,5,wickets
Bermuda,Netherlands,Netherlands,Potchefstroom,2006-11-28,8,wickets
South Africa,India,South Africa,Port Elizabeth,2006-11-29,80,runs
Bangladesh,Zimbabwe,Bangladesh,Khulna,2006-11-30,9,wickets
Bermuda,Canada,Canada,Benoni,2006-11-30,3,wickets
Canada,Netherlands,Netherlands,Benoni,2006-12-01,1,wicket
Bermuda,Netherlands,Bermuda,Benoni,2006-12-02,6,wickets
Bangladesh,Zimbabwe,Bangladesh,Bogra,2006-12-03,6,wickets
South Africa,India,South Africa,Centurion,2006-12-03,9,wickets
Bangladesh,Zimbabwe,Bangladesh,Bogra,2006-12-05,26,runs
Pakistan,West Indies,Pakistan,Faisalabad,2006-12-07,2,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2006-12-08,8,wickets
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2006-12-09,3,wickets
Pakistan,West Indies,Pakistan,Lahore,2006-12-10,7,wickets
Pakistan,West Indies,West Indies,Multan,2006-12-13,7,wickets
Bangladesh,Scotland,Bangladesh,Chittagong,2006-12-15,6,wickets
Pakistan,West Indies,Pakistan,Karachi,2006-12-16,7,wickets
Bangladesh,Scotland,Bangladesh,Dhaka,2006-12-17,146,runs
New Zealand,Sri Lanka,Sri Lanka,Napier,2006-12-28,7,wickets
New Zealand,Sri Lanka,New Zealand,Queenstown,2006-12-31,1,wicket
New Zealand,Sri Lanka,New Zealand,Christchurch,2007-01-02,4,wickets
New Zealand,Sri Lanka,Sri Lanka,Auckland,2007-01-06,189,runs
New Zealand,Sri Lanka,no result,Hamilton,2007-01-09,,
Australia,England,Australia,Melbourne,2007-01-12,8,wickets
Australia,New Zealand,Australia,Hobart,2007-01-14,105,runs
England,New Zealand,England,Hobart,2007-01-16,3,wickets
Kenya,Scotland,Kenya,Mombasa,2007-01-17,190,runs
Canada,Scotland,Scotland,Mombasa,2007-01-18,2,wickets
Australia,England,Australia,Brisbane,2007-01-19,4,wickets
Australia,New Zealand,Australia,Sydney,2007-01-21,2,wickets
India,West Indies,India,Nagpur,2007-01-21,14,runs
Kenya,Scotland,Kenya,Mombasa,2007-01-21,6,runs
England,New Zealand,New Zealand,Adelaide,2007-01-23,90,runs
Canada,Scotland,Scotland,Mombasa,2007-01-23,2,wickets
Kenya,Canada,Canada,Mombasa,2007-01-24,69,runs
India,West Indies,India,Cuttack,2007-01-24,20,runs
Australia,England,Australia,Adelaide,2007-01-26,9,wickets
India,West Indies,West Indies,Chennai,2007-01-27,3,wickets
Australia,New Zealand,Australia,Perth,2007-01-28,8,runs
Kenya,Bermuda,Kenya,Nairobi (Jaff),2007-01-29,10,wickets
England,New Zealand,New Zealand,Perth,2007-01-30,58,runs
Canada,Netherlands,Netherlands,Nairobi (Ruaraka),2007-01-30,8,wickets
Ireland,Scotland,Scotland,Nairobi (Gym),2007-01-30,3,wickets
India,West Indies,India,Vadodara,2007-01-31,160,runs
Bermuda,Ireland,Ireland,Nairobi (Jaff),2007-01-31,4,wickets
Canada,Scotland,Scotland,Nairobi (Ruaraka),2007-01-31,7,runs
Kenya,Netherlands,Kenya,Nairobi (Gym),2007-01-31,7,wickets
Australia,England,England,Sydney,2007-02-02,92,runs
Bermuda,Canada,Canada,Nairobi (Gym),2007-02-02,56,runs
Kenya,Ireland,Kenya,Nairobi (Ruaraka),2007-02-02,1,wicket
Netherlands,Scotland,Scotland,Nairobi (Jaff),2007-02-02,2,runs
Australia,New Zealand,Australia,Melbourne,2007-02-04,5,wickets
Bermuda,Netherlands,Netherlands,Nairobi (Ruaraka),2007-02-04,8,wickets
Canada,Ireland,Canada,Nairobi (Jaff),2007-02-04,6,wickets
Kenya,Scotland,Scotland,Nairobi (Gym),2007-02-04,77,runs
Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-04,45,runs
South Africa,Pakistan,South Africa,Centurion,2007-02-04,164,runs
Bermuda,Scotland,Bermuda,Nairobi (Ruaraka),2007-02-05,5,wickets
Kenya,Canada,Kenya,Nairobi (Jaff),2007-02-05,158,runs
Ireland,Netherlands,Netherlands,Nairobi (Gym),2007-02-05,6,runs
England,New Zealand,England,Brisbane,2007-02-06,14,runs
Zimbabwe,Bangladesh,Zimbabwe,Harare,2007-02-06,8,wickets
Kenya,Scotland,Kenya,Nairobi (Gym),2007-02-07,8,wickets
South Africa,Pakistan,Pakistan,Durban,2007-02-07,141,runs
India,Sri Lanka,no result,Kolkata,2007-02-08,,
Australia,England,England,Melbourne,2007-02-09,4,wickets
Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-09,14,runs
South Africa,Pakistan,no result,Port Elizabeth,2007-02-09,,
Zimbabwe,Bangladesh,Bangladesh,Harare,2007-02-10,1,wicket
Australia,England,England,Sydney,2007-02-11,34,runs
India,Sri Lanka,Sri Lanka,Rajkot,2007-02-11,5,runs
South Africa,Pakistan,South Africa,Cape Town,2007-02-11,10,wickets
India,Sri Lanka,India,Margao,2007-02-14,5,wickets
South Africa,Pakistan,South Africa,Johannesburg,2007-02-14,9,wickets
New Zealand,Australia,New Zealand,Wellington,2007-02-16,10,wickets
India,Sri Lanka,India,Visakhapatnam,2007-02-17,7,wickets
New Zealand,Australia,New Zealand,Auckland,2007-02-18,5,wickets
New Zealand,Australia,New Zealand,Hamilton,2007-02-20,1,wicket
Bangladesh,Bermuda,Bangladesh,St John's,2007-02-25,8,wickets
Bermuda,Canada,Canada,St John's,2007-02-26,3,wickets
Bangladesh,Canada,Bangladesh,St John's,2007-02-28,13,runs
West Indies,Pakistan,West Indies,Kingston,2007-03-13,54,runs
Australia,Scotland,Australia,Basseterre,2007-03-14,203,runs
Canada,Kenya,Kenya,Gros Islet,2007-03-14,7,wickets
Bermuda,Sri Lanka,Sri Lanka,Port of Spain,2007-03-15,243,runs
Ireland,Zimbabwe,tied,Kingston,2007-03-15,,
England,New Zealand,New Zealand,Gros Islet,2007-03-16,6,wickets
Netherlands,South Africa,South Africa,Basseterre,2007-03-16,221,runs
Bangladesh,India,Bangladesh,Port of Spain,2007-03-17,5,wickets
Ireland,Pakistan,Ireland,Kingston,2007-03-17,3,wickets
Australia,Netherlands,Australia,Basseterre,2007-03-18,229,runs
Canada,England,England,Gros Islet,2007-03-18,51,runs
Bermuda,India,India,Port of Spain,2007-03-19,257,runs
West Indies,Zimbabwe,West Indies,Kingston,2007-03-19,6,wickets
Kenya,New Zealand,New Zealand,Gros Islet,2007-03-20,148,runs
Scotland,South Africa,South Africa,Basseterre,2007-03-20,7,wickets
Bangladesh,Sri Lanka,Sri Lanka,Port of Spain,2007-03-21,198,runs
Pakistan,Zimbabwe,Pakistan,Kingston,2007-03-21,93,runs
Canada,New Zealand,New Zealand,Gros Islet,2007-03-22,114,runs
Netherlands,Scotland,Netherlands,Basseterre,2007-03-22,8,wickets
India,Sri Lanka,Sri Lanka,Port of Spain,2007-03-23,69,runs
West Indies,Ireland,West Indies,Kingston,2007-03-23,8,wickets
Australia,South Africa,Australia,Basseterre,2007-03-24,83,runs
England,Kenya,England,Gros Islet,2007-03-24,7,wickets
Bangladesh,Bermuda,Bangladesh,Port of Spain,2007-03-25,7,wickets
West Indies,Australia,Australia,North Sound,,103,runs
South Africa,Sri Lanka,South Africa,Providence,2007-03-28,1,wicket
West Indies,New Zealand,New Zealand,North Sound,2007-03-29,7,wickets
England,Ireland,England,Providence,2007-03-30,48,runs
Australia,Bangladesh,Australia,North Sound,2007-03-31,10,wickets
West Indies,Sri Lanka,Sri Lanka,Providence,2007-04-01,113,runs
Bangladesh,New Zealand,New Zealand,North Sound,2007-04-02,9,wickets
Ireland,South Africa,South Africa,Providence,2007-04-03,7,wickets
England,Sri Lanka,Sri Lanka,North Sound,2007-04-04,2,runs
Bangladesh,South Africa,Bangladesh,Providence,2007-04-07,67,runs
Australia,England,Australia,North Sound,2007-04-08,7,wickets
Ireland,New Zealand,New Zealand,Providence,2007-04-09,129,runs
West Indies,South Africa,South Africa,St George's,2007-04-10,67,runs
Bangladesh,England,England,Bridgetown,2007-04-11,4,wickets
New Zealand,Sri Lanka,Sri Lanka,St George's,2007-04-12,6,wickets
Australia,Ireland,Australia,Bridgetown,2007-04-13,9,wickets
New Zealand,South Africa,New Zealand,St George's,2007-04-14,5,wickets
Bangladesh,Ireland,Ireland,Bridgetown,2007-04-15,74,runs
Australia,Sri Lanka,Australia,St George's,2007-04-16,7,wickets
England,South Africa,South Africa,Bridgetown,2007-04-17,9,wickets
Ireland,Sri Lanka,Sri Lanka,St George's,2007-04-18,8,wickets
West Indies,Bangladesh,West Indies,Bridgetown,2007-04-19,99,runs
Australia,New Zealand,Australia,St George's,2007-04-20,215,runs
West Indies,England,England,Bridgetown,2007-04-21,1,wicket
New Zealand,Sri Lanka,Sri Lanka,Kingston,2007-04-24,81,runs
Australia,South Africa,Australia,Gros Islet,2007-04-25,7,wickets
Australia,Sri Lanka,Australia,Bridgetown,2007-04-28,53,runs
Bangladesh,India,India,Dhaka,2007-05-10,5,wickets
Bangladesh,India,India,Dhaka,2007-05-12,46,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2007-05-18,5,wickets
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2007-05-20,98,runs
Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,2007-05-22,115,runs
Africa XI,Asia XI,Asia XI,Bengaluru,2007-06-06,34,runs
Africa XI,Asia XI,Asia XI,Chennai,2007-06-09,31,runs
Africa XI,Asia XI,Asia XI,Chennai,2007-06-10,13,runs
Ireland,India,India,Belfast,2007-06-23,9,wickets
Ireland,South Africa,South Africa,Belfast,2007-06-24,42,runs
India,South Africa,South Africa,Belfast,2007-06-26,4,wickets
India,South Africa,India,Belfast,2007-06-29,6,wickets
England,West Indies,England,Lord's,2007-07-01,79,runs
India,South Africa,India,Belfast,2007-07-01,6,wickets
Canada,Netherlands,Netherlands,Toronto,2007-07-03,117,runs
England,West Indies,West Indies,Birmingham,2007-07-04,61,runs
England,West Indies,West Indies,Nottingham,2007-07-07,93,runs
Netherlands,West Indies,West Indies,Dublin,2007-07-10,10,wickets
Ireland,Netherlands,Ireland,Belfast,2007-07-11,1,run
Scotland,West Indies,West Indies,Dublin,2007-07-12,4,wickets
Netherlands,Scotland,no result,Belfast,2007-07-13,,
Ireland,West Indies,no result,Dublin,2007-07-14,,
Ireland,Scotland,Ireland,Belfast,2007-07-15,23,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (PSS),2007-07-20,70,runs
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2007-07-23,5,wickets
Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2007-07-25,39,runs
Scotland,India,India,Glasgow,2007-08-16,7,wickets
Netherlands,Bermuda,Netherlands,Rotterdam,2007-08-18,172,runs
Netherlands,Bermuda,Netherlands,Rotterdam,2007-08-20,8,wickets
England,India,England,Southampton,2007-08-21,104,runs
Zimbabwe,South Africa,South Africa,Bulawayo,2007-08-22,5,wickets
England,India,India,Bristol,2007-08-24,9,runs
Zimbabwe,South Africa,South Africa,Harare,2007-08-25,8,wickets
Zimbabwe,South Africa,South Africa,Harare,2007-08-26,28,runs
England,India,England,Birmingham,2007-08-27,42,runs
England,India,England,Manchester,2007-08-30,3,wickets
England,India,India,Leeds,2007-09-02,38,runs
England,India,India,The Oval,2007-09-05,2,wickets
England,India,England,Lord's,2007-09-08,7,wickets
India,Australia,no result,Bengaluru,2007-09-29,,
Sri Lanka,England,Sri Lanka,Dambulla,2007-10-01,119,runs
India,Australia,Australia,Kochi,2007-10-02,84,runs
Sri Lanka,England,England,Dambulla,2007-10-04,65,runs
India,Australia,Australia,Hyderabad (Deccan),2007-10-05,47,runs
Sri Lanka,England,England,Dambulla,2007-10-07,2,wickets
India,Australia,India,Chandigarh,2007-10-08,8,runs
Sri Lanka,England,England,Colombo (RPS),2007-10-10,5,wickets
India,Australia,Australia,Vadodara,2007-10-11,9,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),2007-10-13,107,runs
India,Australia,Australia,Nagpur,2007-10-14,18,runs
India,Australia,India,Mumbai,2007-10-17,2,wickets
Pakistan,South Africa,South Africa,Lahore,2007-10-18,45,runs
Kenya,Canada,Kenya,Nairobi (Gym),2007-10-18,4,wickets
Pakistan,South Africa,Pakistan,Lahore,2007-10-20,25,runs
Kenya,Canada,Kenya,Nairobi (Gym),2007-10-20,4,wickets
Pakistan,South Africa,Pakistan,Faisalabad,2007-10-23,6,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-25,8,wickets
Pakistan,South Africa,South Africa,Multan,2007-10-26,7,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-27,3,wickets
Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-28,1,wicket
Pakistan,South Africa,South Africa,Lahore,2007-10-29,14,runs
India,Pakistan,India,Guwahati,2007-11-05,5,wickets
India,Pakistan,Pakistan,Mohali,2007-11-08,4,wickets
India,Pakistan,India,Kanpur,2007-11-11,46,runs
India,Pakistan,India,Gwalior,2007-11-15,6,wickets
India,Pakistan,Pakistan,Jaipur,2007-11-18,31,runs
South Africa,New Zealand,South Africa,Durban,2007-11-25,2,wickets
Zimbabwe,West Indies,Zimbabwe,Harare,2007-11-30,30,runs
South Africa,New Zealand,New Zealand,Port Elizabeth,2007-11-30,7,wickets
Zimbabwe,West Indies,West Indies,Harare,2007-12-02,110,runs
South Africa,New Zealand,South Africa,Cape Town,2007-12-02,5,wickets
Zimbabwe,West Indies,West Indies,Harare,2007-12-04,6,wickets
Zimbabwe,West Indies,West Indies,Bulawayo,2007-12-07,5,wickets
Australia,New Zealand,Australia,Adelaide,2007-12-14,7,wickets
Australia,New Zealand,no result,Sydney,2007-12-16,,
Australia,New Zealand,Australia,Hobart,2007-12-20,114,runs
New Zealand,Bangladesh,New Zealand,Auckland,2007-12-26,6,wickets
New Zealand,Bangladesh,New Zealand,Napier,2007-12-28,102,runs
New Zealand,Bangladesh,New Zealand,Queenstown,2007-12-31,10,wickets
South Africa,West Indies,South Africa,Centurion,2008-01-20,6,wickets
Pakistan,Zimbabwe,Pakistan,Karachi,2008-01-21,104,runs
Pakistan,Zimbabwe,Pakistan,Hyderabad (Sind),2008-01-24,5,wickets
South Africa,West Indies,South Africa,Cape Town,2008-01-25,86,runs
Pakistan,Zimbabwe,Pakistan,Multan,2008-01-27,37,runs
South Africa,West Indies,South Africa,Port Elizabeth,2008-01-27,7,wickets
Pakistan,Zimbabwe,Pakistan,Faisalabad,2008-01-30,7,wickets
South Africa,West Indies,South Africa,Durban,2008-02-01,5,wickets
Pakistan,Zimbabwe,Pakistan,Sheikhupura,2008-02-02,7,wickets
Australia,India,no result,Brisbane,2008-02-03,,
South Africa,West Indies,South Africa,Johannesburg,2008-02-03,8,wickets
India,Sri Lanka,no result,Brisbane,2008-02-05,,
Australia,Sri Lanka,Australia,Sydney,2008-02-08,128,runs
New Zealand,England,New Zealand,Wellington,2008-02-09,6,wickets
Australia,India,India,Melbourne,2008-02-10,5,wickets
India,Sri Lanka,Sri Lanka,Canberra,2008-02-12,8,wickets
New Zealand,England,New Zealand,Hamilton,2008-02-12,10,wickets
New Zealand,England,England,Auckland,2008-02-15,6,wickets
Australia,Sri Lanka,Australia,Perth,2008-02-15,63,runs
Australia,India,Australia,Adelaide,2008-02-17,50,runs
India,Sri Lanka,India,Adelaide,2008-02-19,2,wickets
New Zealand,England,tied,Napier,2008-02-20,,
Australia,Sri Lanka,Australia,Melbourne,2008-02-22,24,runs
New Zealand,England,New Zealand,Christchurch,2008-02-23,34,runs
Australia,India,Australia,Sydney,2008-02-24,18,runs
India,Sri Lanka,India,Hobart,2008-02-26,7,wickets
Australia,Sri Lanka,Sri Lanka,Melbourne,2008-02-29,13,runs
Australia,India,India,Sydney,2008-03-02,6,wickets
Australia,India,India,Brisbane,2008-03-04,9,runs
Bangladesh,South Africa,South Africa,Chittagong,2008-03-09,9,wickets
Bangladesh,South Africa,South Africa,Dhaka,2008-03-12,7,wickets
Bangladesh,South Africa,South Africa,Dhaka,2008-03-14,7,wickets
Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-18,8,wickets
Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-20,84,runs
Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-22,79,runs
Pakistan,Bangladesh,Pakistan,Lahore,2008-04-08,152,runs
West Indies,Sri Lanka,West Indies,Port of Spain,2008-04-10,1,wicket
Pakistan,Bangladesh,Pakistan,Faisalabad,2008-04-11,7,wickets
West Indies,Sri Lanka,West Indies,Port of Spain,2008-04-12,7,wickets
Pakistan,Bangladesh,Pakistan,Lahore,2008-04-13,23,runs
West Indies,Sri Lanka,no result,Gros Islet,2008-04-15,,
Pakistan,Bangladesh,Pakistan,Multan,2008-04-16,7,wickets
Pakistan,Bangladesh,Pakistan,Karachi,2008-04-19,150,runs
Bangladesh,Pakistan,Pakistan,Dhaka,2008-06-08,70,runs
India,Pakistan,India,Dhaka,2008-06-10,140,runs
Bangladesh,India,India,Dhaka,2008-06-12,7,wickets
India,Pakistan,Pakistan,Dhaka,2008-06-14,25,runs
England,New Zealand,England,Chester-le-Street,2008-06-15,114,runs
England,New Zealand,no result,Birmingham,2008-06-18,,
England,New Zealand,New Zealand,Bristol,2008-06-21,22,runs
Bangladesh,U.A.E.,Bangladesh,Lahore,2008-06-24,96,runs
Pakistan,Hong Kong,Pakistan,Karachi,2008-06-24,155,runs
West Indies,Australia,Australia,Kingstown,2008-06-24,84,runs
Bangladesh,Sri Lanka,Sri Lanka,Lahore,2008-06-25,131,runs
Hong Kong,India,India,Karachi,2008-06-25,256,runs
England,New Zealand,New Zealand,The Oval,2008-06-25,1,wicket
Pakistan,India,India,Karachi,2008-06-26,6,wickets
Sri Lanka,U.A.E.,Sri Lanka,Lahore,2008-06-26,142,runs
West Indies,Australia,Australia,St George's,2008-06-27,63,runs
England,New Zealand,New Zealand,Lord's,2008-06-28,51,runs
Bangladesh,India,India,Karachi,2008-06-28,7,wickets
Canada,Bermuda,Bermuda,King City (NW),2008-06-28,3,wickets
Pakistan,Sri Lanka,Sri Lanka,Karachi,2008-06-29,64,runs
West Indies,Australia,Australia,St George's,2008-06-29,7,wickets
Canada,Bermuda,Bermuda,King City (NW),2008-06-29,11,runs
Bangladesh,Sri Lanka,Sri Lanka,Karachi,2008-06-30,158,runs
Ireland,New Zealand,New Zealand,Aberdeen,2008-07-01,290,runs
Canada,Bermuda,Canada,King City (NW),2008-07-01,77,runs
Scotland,Ireland,Scotland,Aberdeen,2008-07-02,5,wickets
Pakistan,India,Pakistan,Karachi,2008-07-02,8,wickets
Scotland,New Zealand,New Zealand,Aberdeen,2008-07-03,8,wickets
India,Sri Lanka,India,Karachi,2008-07-03,6,wickets
Pakistan,Bangladesh,Pakistan,Karachi,2008-07-04,10,wickets
West Indies,Australia,Australia,Basseterre,2008-07-04,1,run
India,Sri Lanka,Sri Lanka,Karachi,2008-07-06,100,runs
West Indies,Australia,Australia,Basseterre,2008-07-06,169,runs
Ireland,Netherlands,Ireland,Dublin,2008-07-28,7,wickets
Netherlands,Scotland,Scotland,Dublin,2008-07-29,6,wickets
Ireland,Scotland,Ireland,Dublin,2008-07-31,7,wickets
Netherlands,Bermuda,Netherlands,Amstelveen,2008-08-08,6,wickets
Scotland,Kenya,no result,Ayr,2008-08-12,,
Sri Lanka,India,Sri Lanka,Dambulla,2008-08-18,8,wickets
Scotland,England,no result,Edinburgh,2008-08-18,,
Canada,Bermuda,Canada,King City (NW),2008-08-18,25,runs
Sri Lanka,India,India,Dambulla,2008-08-20,3,wickets
Bermuda,West Indies,West Indies,King City (NW),2008-08-20,6,wickets
Netherlands,Kenya,Netherlands,Rotterdam,2008-08-21,6,wickets
England,South Africa,England,Leeds,2008-08-22,20,runs
Canada,West Indies,West Indies,King City (NW),2008-08-22,49,runs
Sri Lanka,India,India,Colombo (RPS),2008-08-24,33,runs
Ireland,Kenya,Ireland,Belfast,2008-08-24,33,runs
Canada,West Indies,West Indies,King City (NW),2008-08-24,7,wickets
Ireland,Kenya,no result,Belfast,2008-08-25,,
England,South Africa,England,Nottingham,2008-08-26,10,wickets
Sri Lanka,India,India,Colombo (RPS),2008-08-27,46,runs
Sri Lanka,India,Sri Lanka,Colombo (RPS),2008-08-29,112,runs
England,South Africa,England,The Oval,2008-08-29,126,runs
Australia,Bangladesh,Australia,Darwin,2008-08-30,180,runs
England,South Africa,England,Lord's,2008-08-31,7,wickets
Australia,Bangladesh,Australia,Darwin,2008-09-03,8,wickets
England,South Africa,no result,Cardiff,2008-09-03,,
Australia,Bangladesh,Australia,Darwin,2008-09-06,73,runs
Bangladesh,New Zealand,Bangladesh,Dhaka,2008-10-09,7,wickets
Bangladesh,New Zealand,New Zealand,Dhaka,2008-10-11,75,runs
Bangladesh,New Zealand,New Zealand,Chittagong,2008-10-14,79,runs
Ireland,Zimbabwe,Zimbabwe,Nairobi (Gym),2008-10-17,156,runs
Kenya,Ireland,Ireland,Nairobi (Gym),2008-10-18,86,runs
Kenya,Zimbabwe,Kenya,Nairobi (Gym),2008-10-19,95,runs
South Africa,Kenya,South Africa,Bloemfontein,2008-10-31,159,runs
South Africa,Kenya,South Africa,Kimberley,2008-11-02,7,wickets
South Africa,Bangladesh,South Africa,Potchefstroom,2008-11-07,61,runs
South Africa,Bangladesh,South Africa,Benoni,2008-11-09,128,runs
Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-12,4,wickets
India,England,India,Rajkot,2008-11-14,158,runs
Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-14,24,runs
Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-16,31,runs
India,England,India,Indore,2008-11-17,54,runs
India,England,India,Kanpur,2008-11-20,16,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-20,6,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-22,9,wickets
India,England,India,Bengaluru,2008-11-23,19,runs
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-24,5,runs
India,England,India,Cuttack,2008-11-26,6,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-28,2,wickets
Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-30,19,runs
New Zealand,West Indies,no result,Queenstown,2008-12-31,,
New Zealand,West Indies,West Indies,Christchurch,2009-01-03,5,wickets
New Zealand,West Indies,New Zealand,Wellington,2009-01-07,7,wickets
New Zealand,West Indies,no result,Auckland,2009-01-10,,
