,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
2523,New Zealand,Australia,New Zealand,Wellington,2007-02-16,10.0,wickets
2524,India,Sri Lanka,India,Visakhapatnam,2007-02-17,7.0,wickets
2525,New Zealand,Australia,New Zealand,Auckland,2007-02-18,5.0,wickets
2526,New Zealand,Australia,New Zealand,Hamilton,2007-02-20,1.0,wicket
2527,Bangladesh,Bermuda,Bangladesh,St John's,2007-02-25,8.0,wickets
2528,Bermuda,Canada,Canada,St John's,2007-02-26,3.0,wickets
2529,Bangladesh,Canada,Bangladesh,St John's,2007-02-28,13.0,runs
2530,West Indies,Pakistan,West Indies,Kingston,2007-03-13,54.0,runs
2531,Australia,Scotland,Australia,Basseterre,2007-03-14,203.0,runs
2532,Canada,Kenya,Kenya,Gros Islet,2007-03-14,7.0,wickets
2533,Bermuda,Sri Lanka,Sri Lanka,Port of Spain,2007-03-15,243.0,runs
2534,Ireland,Zimbabwe,tied,Kingston,2007-03-15,243.0,runs
2535,England,New Zealand,New Zealand,Gros Islet,2007-03-16,6.0,wickets
2536,Netherlands,South Africa,South Africa,Basseterre,2007-03-16,221.0,runs
2538,Ireland,Pakistan,Ireland,Kingston,2007-03-17,3.0,wickets
2537,Bangladesh,India,Bangladesh,Port of Spain,2007-03-17,5.0,wickets
2540,Canada,England,England,Gros Islet,2007-03-18,51.0,runs
2539,Australia,Netherlands,Australia,Basseterre,2007-03-18,229.0,runs
2541,Bermuda,India,India,Port of Spain,2007-03-19,257.0,runs
2542,West Indies,Zimbabwe,West Indies,Kingston,2007-03-19,6.0,wickets
2543,Kenya,New Zealand,New Zealand,Gros Islet,2007-03-20,148.0,runs
2544,Scotland,South Africa,South Africa,Basseterre,2007-03-20,7.0,wickets
2545,Bangladesh,Sri Lanka,Sri Lanka,Port of Spain,2007-03-21,198.0,runs
2546,Pakistan,Zimbabwe,Pakistan,Kingston,2007-03-21,93.0,runs
2547,Canada,New Zealand,New Zealand,Gros Islet,2007-03-22,114.0,runs
2548,Netherlands,Scotland,Netherlands,Basseterre,2007-03-22,8.0,wickets
2549,India,Sri Lanka,Sri Lanka,Port of Spain,2007-03-23,69.0,runs
2550,West Indies,Ireland,West Indies,Kingston,2007-03-23,8.0,wickets
2552,England,Kenya,England,Gros Islet,2007-03-24,7.0,wickets
2551,Australia,South Africa,Australia,Basseterre,2007-03-24,83.0,runs
2553,Bangladesh,Bermuda,Bangladesh,Port of Spain,2007-03-25,7.0,wickets
2555,South Africa,Sri Lanka,South Africa,Providence,2007-03-28,1.0,wicket
2556,West Indies,New Zealand,New Zealand,North Sound,2007-03-29,7.0,wickets
2557,England,Ireland,England,Providence,2007-03-30,48.0,runs
2558,Australia,Bangladesh,Australia,North Sound,2007-03-31,10.0,wickets
2559,West Indies,Sri Lanka,Sri Lanka,Providence,2007-04-01,113.0,runs
2560,Bangladesh,New Zealand,New Zealand,North Sound,2007-04-02,9.0,wickets
2561,Ireland,South Africa,South Africa,Providence,2007-04-03,7.0,wickets
2562,England,Sri Lanka,Sri Lanka,North Sound,2007-04-04,2.0,runs
2563,Bangladesh,South Africa,Bangladesh,Providence,2007-04-07,67.0,runs
2564,Australia,England,Australia,North Sound,2007-04-08,7.0,wickets
2565,Ireland,New Zealand,New Zealand,Providence,2007-04-09,129.0,runs
2566,West Indies,South Africa,South Africa,St George's,2007-04-10,67.0,runs
2567,Bangladesh,England,England,Bridgetown,2007-04-11,4.0,wickets
2568,New Zealand,Sri Lanka,Sri Lanka,St George's,2007-04-12,6.0,wickets
2569,Australia,Ireland,Australia,Bridgetown,2007-04-13,9.0,wickets
2570,New Zealand,South Africa,New Zealand,St George's,2007-04-14,5.0,wickets
2571,Bangladesh,Ireland,Ireland,Bridgetown,2007-04-15,74.0,runs
2572,Australia,Sri Lanka,Australia,St George's,2007-04-16,7.0,wickets
2573,England,South Africa,South Africa,Bridgetown,2007-04-17,9.0,wickets
2574,Ireland,Sri Lanka,Sri Lanka,St George's,2007-04-18,8.0,wickets
2575,West Indies,Bangladesh,West Indies,Bridgetown,2007-04-19,99.0,runs
2576,Australia,New Zealand,Australia,St George's,2007-04-20,215.0,runs
2577,West Indies,England,England,Bridgetown,2007-04-21,1.0,wicket
2578,New Zealand,Sri Lanka,Sri Lanka,Kingston,2007-04-24,81.0,runs
2579,Australia,South Africa,Australia,Gros Islet,2007-04-25,7.0,wickets
2580,Australia,Sri Lanka,Australia,Bridgetown,2007-04-28,53.0,runs
2581,Bangladesh,India,India,Dhaka,2007-05-10,5.0,wickets
2582,Bangladesh,India,India,Dhaka,2007-05-12,46.0,runs
2583,Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2007-05-18,5.0,wickets
2584,Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2007-05-20,98.0,runs
2585,Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,2007-05-22,115.0,runs
2586,Africa XI,Asia XI,Asia XI,Bengaluru,2007-06-06,34.0,runs
2587,Africa XI,Asia XI,Asia XI,Chennai,2007-06-09,31.0,runs
2588,Africa XI,Asia XI,Asia XI,Chennai,2007-06-10,13.0,runs
2589,Ireland,India,India,Belfast,2007-06-23,9.0,wickets
2590,Ireland,South Africa,South Africa,Belfast,2007-06-24,42.0,runs
2591,India,South Africa,South Africa,Belfast,2007-06-26,4.0,wickets
2592,India,South Africa,India,Belfast,2007-06-29,6.0,wickets
2593,England,West Indies,England,Lord's,2007-07-01,79.0,runs
2594,India,South Africa,India,Belfast,2007-07-01,6.0,wickets
2595,Canada,Netherlands,Netherlands,Toronto,2007-07-03,117.0,runs
2596,England,West Indies,West Indies,Birmingham,2007-07-04,61.0,runs
2597,England,West Indies,West Indies,Nottingham,2007-07-07,93.0,runs
2598,Netherlands,West Indies,West Indies,Dublin,2007-07-10,10.0,wickets
2599,Ireland,Netherlands,Ireland,Belfast,2007-07-11,1.0,run
2600,Scotland,West Indies,West Indies,Dublin,2007-07-12,4.0,wickets
2601,Netherlands,Scotland,no result,Belfast,2007-07-13,10.0,wickets
2602,Ireland,West Indies,no result,Dublin,2007-07-14,17.0,wickets
2603,Ireland,Scotland,Ireland,Belfast,2007-07-15,23.0,runs
2604,Sri Lanka,Bangladesh,Sri Lanka,Colombo (PSS),2007-07-20,70.0,runs
2605,Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2007-07-23,5.0,wickets
2606,Sri Lanka,Bangladesh,Sri Lanka,Colombo (RPS),2007-07-25,39.0,runs
2607,Scotland,India,India,Glasgow,2007-08-16,7.0,wickets
2608,Netherlands,Bermuda,Netherlands,Rotterdam,2007-08-18,172.0,runs
2609,Netherlands,Bermuda,Netherlands,Rotterdam,2007-08-20,8.0,wickets
2610,England,India,England,Southampton,2007-08-21,104.0,runs
2611,Zimbabwe,South Africa,South Africa,Bulawayo,2007-08-22,5.0,wickets
2612,England,India,India,Bristol,2007-08-24,9.0,runs
2613,Zimbabwe,South Africa,South Africa,Harare,2007-08-25,8.0,wickets
2614,Zimbabwe,South Africa,South Africa,Harare,2007-08-26,28.0,runs
2615,England,India,England,Birmingham,2007-08-27,42.0,runs
2616,England,India,England,Manchester,2007-08-30,3.0,wickets
2617,England,India,India,Leeds,2007-09-02,38.0,runs
2618,England,India,India,The Oval,2007-09-05,2.0,wickets
2619,England,India,England,Lord's,2007-09-08,7.0,wickets
2620,India,Australia,no result,Bengaluru,2007-09-29,63.0,wickets
2621,Sri Lanka,England,Sri Lanka,Dambulla,2007-10-01,119.0,runs
2622,India,Australia,Australia,Kochi,2007-10-02,84.0,runs
2623,Sri Lanka,England,England,Dambulla,2007-10-04,65.0,runs
2624,India,Australia,Australia,Hyderabad (Deccan),2007-10-05,47.0,runs
2625,Sri Lanka,England,England,Dambulla,2007-10-07,2.0,wickets
2626,India,Australia,India,Chandigarh,2007-10-08,8.0,runs
2627,Sri Lanka,England,England,Colombo (RPS),2007-10-10,5.0,wickets
2628,India,Australia,Australia,Vadodara,2007-10-11,9.0,wickets
2629,Sri Lanka,England,Sri Lanka,Colombo (RPS),2007-10-13,107.0,runs
2630,India,Australia,Australia,Nagpur,2007-10-14,18.0,runs
2631,India,Australia,India,Mumbai,2007-10-17,2.0,wickets
2633,Kenya,Canada,Kenya,Nairobi (Gym),2007-10-18,4.0,wickets
2632,Pakistan,South Africa,South Africa,Lahore,2007-10-18,45.0,runs
2634,Pakistan,South Africa,Pakistan,Lahore,2007-10-20,25.0,runs
2635,Kenya,Canada,Kenya,Nairobi (Gym),2007-10-20,4.0,wickets
2636,Pakistan,South Africa,Pakistan,Faisalabad,2007-10-23,6.0,wickets
2637,Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-25,8.0,wickets
2638,Pakistan,South Africa,South Africa,Multan,2007-10-26,7.0,wickets
2639,Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-27,3.0,wickets
2640,Kenya,Bermuda,Kenya,Nairobi (Gym),2007-10-28,1.0,wicket
2641,Pakistan,South Africa,South Africa,Lahore,2007-10-29,14.0,runs
2642,India,Pakistan,India,Guwahati,2007-11-05,5.0,wickets
2643,India,Pakistan,Pakistan,Mohali,2007-11-08,4.0,wickets
2644,India,Pakistan,India,Kanpur,2007-11-11,46.0,runs
2645,India,Pakistan,India,Gwalior,2007-11-15,6.0,wickets
2646,India,Pakistan,Pakistan,Jaipur,2007-11-18,31.0,runs
2647,South Africa,New Zealand,South Africa,Durban,2007-11-25,2.0,wickets
2649,South Africa,New Zealand,New Zealand,Port Elizabeth,2007-11-30,7.0,wickets
2648,Zimbabwe,West Indies,Zimbabwe,Harare,2007-11-30,30.0,runs
2650,Zimbabwe,West Indies,West Indies,Harare,2007-12-02,110.0,runs
2651,South Africa,New Zealand,South Africa,Cape Town,2007-12-02,5.0,wickets
2652,Zimbabwe,West Indies,West Indies,Harare,2007-12-04,6.0,wickets
2653,Zimbabwe,West Indies,West Indies,Bulawayo,2007-12-07,5.0,wickets
2654,Australia,New Zealand,Australia,Adelaide,2007-12-14,7.0,wickets
2655,Australia,New Zealand,no result,Sydney,2007-12-16,60.0,wickets
2656,Australia,New Zealand,Australia,Hobart,2007-12-20,114.0,runs
2657,New Zealand,Bangladesh,New Zealand,Auckland,2007-12-26,6.0,wickets
2658,New Zealand,Bangladesh,New Zealand,Napier,2007-12-28,102.0,runs
2659,New Zealand,Bangladesh,New Zealand,Queenstown,2007-12-31,10.0,wickets
2660,South Africa,West Indies,South Africa,Centurion,2008-01-20,6.0,wickets
2661,Pakistan,Zimbabwe,Pakistan,Karachi,2008-01-21,104.0,runs
2662,Pakistan,Zimbabwe,Pakistan,Hyderabad (Sind),2008-01-24,5.0,wickets
2663,South Africa,West Indies,South Africa,Cape Town,2008-01-25,86.0,runs
2665,South Africa,West Indies,South Africa,Port Elizabeth,2008-01-27,7.0,wickets
2664,Pakistan,Zimbabwe,Pakistan,Multan,2008-01-27,37.0,runs
2666,Pakistan,Zimbabwe,Pakistan,Faisalabad,2008-01-30,7.0,wickets
2667,South Africa,West Indies,South Africa,Durban,2008-02-01,5.0,wickets
2668,Pakistan,Zimbabwe,Pakistan,Sheikhupura,2008-02-02,7.0,wickets
2669,Australia,India,no result,Brisbane,2008-02-03,8.0,wickets
2670,South Africa,West Indies,South Africa,Johannesburg,2008-02-03,8.0,wickets
2671,India,Sri Lanka,no result,Brisbane,2008-02-05,68.0,wickets
2672,Australia,Sri Lanka,Australia,Sydney,2008-02-08,128.0,runs
2673,New Zealand,England,New Zealand,Wellington,2008-02-09,6.0,wickets
2674,Australia,India,India,Melbourne,2008-02-10,5.0,wickets
2676,New Zealand,England,New Zealand,Hamilton,2008-02-12,10.0,wickets
2675,India,Sri Lanka,Sri Lanka,Canberra,2008-02-12,8.0,wickets
2677,New Zealand,England,England,Auckland,2008-02-15,6.0,wickets
2678,Australia,Sri Lanka,Australia,Perth,2008-02-15,63.0,runs
2679,Australia,India,Australia,Adelaide,2008-02-17,50.0,runs
2680,India,Sri Lanka,India,Adelaide,2008-02-19,2.0,wickets
2681,New Zealand,England,tied,Napier,2008-02-20,13.0,wickets
2682,Australia,Sri Lanka,Australia,Melbourne,2008-02-22,24.0,runs
2683,New Zealand,England,New Zealand,Christchurch,2008-02-23,34.0,runs
2684,Australia,India,Australia,Sydney,2008-02-24,18.0,runs
2685,India,Sri Lanka,India,Hobart,2008-02-26,7.0,wickets
2686,Australia,Sri Lanka,Sri Lanka,Melbourne,2008-02-29,13.0,runs
2687,Australia,India,India,Sydney,2008-03-02,6.0,wickets
2688,Australia,India,India,Brisbane,2008-03-04,9.0,runs
2689,Bangladesh,South Africa,South Africa,Chittagong,2008-03-09,9.0,wickets
2690,Bangladesh,South Africa,South Africa,Dhaka,2008-03-12,7.0,wickets
2691,Bangladesh,South Africa,South Africa,Dhaka,2008-03-14,7.0,wickets
2692,Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-18,8.0,wickets
2693,Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-20,84.0,runs
2694,Bangladesh,Ireland,Bangladesh,Dhaka,2008-03-22,79.0,runs
2695,Pakistan,Bangladesh,Pakistan,Lahore,2008-04-08,152.0,runs
2696,West Indies,Sri Lanka,West Indies,Port of Spain,2008-04-10,1.0,wicket
2697,Pakistan,Bangladesh,Pakistan,Faisalabad,2008-04-11,7.0,wickets
2698,West Indies,Sri Lanka,West Indies,Port of Spain,2008-04-12,7.0,wickets
2699,Pakistan,Bangladesh,Pakistan,Lahore,2008-04-13,23.0,runs
2700,West Indies,Sri Lanka,no result,Gros Islet,2008-04-15,15.0,runs
2701,Pakistan,Bangladesh,Pakistan,Multan,2008-04-16,7.0,wickets
2702,Pakistan,Bangladesh,Pakistan,Karachi,2008-04-19,150.0,runs
2703,Bangladesh,Pakistan,Pakistan,Dhaka,2008-06-08,70.0,runs
2704,India,Pakistan,India,Dhaka,2008-06-10,140.0,runs
2705,Bangladesh,India,India,Dhaka,2008-06-12,7.0,wickets
2706,India,Pakistan,Pakistan,Dhaka,2008-06-14,25.0,runs
2707,England,New Zealand,England,Chester-le-Street,2008-06-15,114.0,runs
2708,England,New Zealand,no result,Birmingham,2008-06-18,68.0,runs
2709,England,New Zealand,New Zealand,Bristol,2008-06-21,22.0,runs
2710,Bangladesh,U.A.E.,Bangladesh,Lahore,2008-06-24,96.0,runs
2711,Pakistan,Hong Kong,Pakistan,Karachi,2008-06-24,155.0,runs
2712,West Indies,Australia,Australia,Kingstown,2008-06-24,84.0,runs
2713,Bangladesh,Sri Lanka,Sri Lanka,Lahore,2008-06-25,131.0,runs
2714,Hong Kong,India,India,Karachi,2008-06-25,256.0,runs
2715,England,New Zealand,New Zealand,The Oval,2008-06-25,1.0,wicket
2716,Pakistan,India,India,Karachi,2008-06-26,6.0,wickets
2717,Sri Lanka,U.A.E.,Sri Lanka,Lahore,2008-06-26,142.0,runs
2718,West Indies,Australia,Australia,St George's,2008-06-27,63.0,runs
2721,Canada,Bermuda,Bermuda,King City (NW),2008-06-28,3.0,wickets
2719,England,New Zealand,New Zealand,Lord's,2008-06-28,51.0,runs
2720,Bangladesh,India,India,Karachi,2008-06-28,7.0,wickets
2723,West Indies,Australia,Australia,St George's,2008-06-29,7.0,wickets
2724,Canada,Bermuda,Bermuda,King City (NW),2008-06-29,11.0,runs
2722,Pakistan,Sri Lanka,Sri Lanka,Karachi,2008-06-29,64.0,runs
2725,Bangladesh,Sri Lanka,Sri Lanka,Karachi,2008-06-30,158.0,runs
2726,Ireland,New Zealand,New Zealand,Aberdeen,2008-07-01,290.0,runs
2727,Canada,Bermuda,Canada,King City (NW),2008-07-01,77.0,runs
2728,Scotland,Ireland,Scotland,Aberdeen,2008-07-02,5.0,wickets
2729,Pakistan,India,Pakistan,Karachi,2008-07-02,8.0,wickets
2730,Scotland,New Zealand,New Zealand,Aberdeen,2008-07-03,8.0,wickets
2731,India,Sri Lanka,India,Karachi,2008-07-03,6.0,wickets
2732,Pakistan,Bangladesh,Pakistan,Karachi,2008-07-04,10.0,wickets
2733,West Indies,Australia,Australia,Basseterre,2008-07-04,1.0,run
2735,West Indies,Australia,Australia,Basseterre,2008-07-06,169.0,runs
2734,India,Sri Lanka,Sri Lanka,Karachi,2008-07-06,100.0,runs
2736,Ireland,Netherlands,Ireland,Dublin,2008-07-28,7.0,wickets
2737,Netherlands,Scotland,Scotland,Dublin,2008-07-29,6.0,wickets
2738,Ireland,Scotland,Ireland,Dublin,2008-07-31,7.0,wickets
2739,Netherlands,Bermuda,Netherlands,Amstelveen,2008-08-08,6.0,wickets
2740,Scotland,Kenya,no result,Ayr,2008-08-12,7.0,wickets
2741,Sri Lanka,India,Sri Lanka,Dambulla,2008-08-18,8.0,wickets
2742,Scotland,England,no result,Edinburgh,2008-08-18,8.0,wickets
2743,Canada,Bermuda,Canada,King City (NW),2008-08-18,25.0,runs
2744,Sri Lanka,India,India,Dambulla,2008-08-20,3.0,wickets
2745,Bermuda,West Indies,West Indies,King City (NW),2008-08-20,6.0,wickets
2746,Netherlands,Kenya,Netherlands,Rotterdam,2008-08-21,6.0,wickets
2747,England,South Africa,England,Leeds,2008-08-22,20.0,runs
2748,Canada,West Indies,West Indies,King City (NW),2008-08-22,49.0,runs
2749,Sri Lanka,India,India,Colombo (RPS),2008-08-24,33.0,runs
2750,Ireland,Kenya,Ireland,Belfast,2008-08-24,33.0,runs
2751,Canada,West Indies,West Indies,King City (NW),2008-08-24,7.0,wickets
2752,Ireland,Kenya,no result,Belfast,2008-08-25,8.0,wickets
2753,England,South Africa,England,Nottingham,2008-08-26,10.0,wickets
2754,Sri Lanka,India,India,Colombo (RPS),2008-08-27,46.0,runs
2755,Sri Lanka,India,Sri Lanka,Colombo (RPS),2008-08-29,112.0,runs
2756,England,South Africa,England,The Oval,2008-08-29,126.0,runs
2757,Australia,Bangladesh,Australia,Darwin,2008-08-30,180.0,runs
2758,England,South Africa,England,Lord's,2008-08-31,7.0,wickets
2759,Australia,Bangladesh,Australia,Darwin,2008-09-03,8.0,wickets
2760,England,South Africa,no result,Cardiff,2008-09-03,8.0,wickets
2761,Australia,Bangladesh,Australia,Darwin,2008-09-06,73.0,runs
2762,Bangladesh,New Zealand,Bangladesh,Dhaka,2008-10-09,7.0,wickets
2763,Bangladesh,New Zealand,New Zealand,Dhaka,2008-10-11,75.0,runs
2764,Bangladesh,New Zealand,New Zealand,Chittagong,2008-10-14,79.0,runs
2765,Ireland,Zimbabwe,Zimbabwe,Nairobi (Gym),2008-10-17,156.0,runs
2766,Kenya,Ireland,Ireland,Nairobi (Gym),2008-10-18,86.0,runs
2767,Kenya,Zimbabwe,Kenya,Nairobi (Gym),2008-10-19,95.0,runs
2768,South Africa,Kenya,South Africa,Bloemfontein,2008-10-31,159.0,runs
2769,South Africa,Kenya,South Africa,Kimberley,2008-11-02,7.0,wickets
2770,South Africa,Bangladesh,South Africa,Potchefstroom,2008-11-07,61.0,runs
2771,South Africa,Bangladesh,South Africa,Benoni,2008-11-09,128.0,runs
2772,Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-12,4.0,wickets
2773,India,England,India,Rajkot,2008-11-14,158.0,runs
2774,Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-14,24.0,runs
2775,Pakistan,West Indies,Pakistan,Abu Dhabi,2008-11-16,31.0,runs
2776,India,England,India,Indore,2008-11-17,54.0,runs
2777,India,England,India,Kanpur,2008-11-20,16.0,runs
2778,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-20,6.0,wickets
2779,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-22,9.0,wickets
2780,India,England,India,Bengaluru,2008-11-23,19.0,runs
2781,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-24,5.0,runs
2782,India,England,India,Cuttack,2008-11-26,6.0,wickets
2783,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-28,2.0,wickets
2784,Zimbabwe,Sri Lanka,Sri Lanka,Harare,2008-11-30,19.0,runs
2785,New Zealand,West Indies,no result,Queenstown,2008-12-31,12.0,runs
2786,New Zealand,West Indies,West Indies,Christchurch,2009-01-03,5.0,wickets
2787,New Zealand,West Indies,New Zealand,Wellington,2009-01-07,7.0,wickets
2788,New Zealand,West Indies,no result,Auckland,2009-01-10,38.0,runs
2789,Bangladesh,Zimbabwe,Zimbabwe,Dhaka,2009-01-10,38.0,runs
2790,Sri Lanka,Zimbabwe,Sri Lanka,Dhaka,2009-01-12,130.0,runs
2791,New Zealand,West Indies,New Zealand,Napier,2009-01-13,9.0,runs
2792,Bangladesh,Sri Lanka,Bangladesh,Dhaka,2009-01-14,5.0,wickets
2793,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2009-01-16,2.0,wickets
2794,Australia,South Africa,South Africa,Melbourne,2009-01-16,3.0,wickets
2795,Australia,South Africa,Australia,Hobart,2009-01-18,5.0,runs
2796,Bangladesh,Zimbabwe,Zimbabwe,Dhaka,2009-01-19,2.0,wickets
2797,Pakistan,Sri Lanka,Pakistan,Karachi,2009-01-20,8.0,wickets
2798,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2009-01-21,6.0,wickets
2799,Pakistan,Sri Lanka,Sri Lanka,Karachi,2009-01-21,129.0,runs
2800,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2009-01-23,6.0,wickets
2801,Australia,South Africa,South Africa,Sydney,2009-01-23,3.0,wickets
2802,Pakistan,Sri Lanka,Sri Lanka,Lahore,2009-01-24,234.0,runs
2803,Australia,South Africa,South Africa,Adelaide,2009-01-26,8.0,wickets
2804,Kenya,Zimbabwe,Zimbabwe,Mombasa,2009-01-27,109.0,runs
2805,Sri Lanka,India,India,Dambulla,2009-01-28,6.0,wickets
2806,Kenya,Zimbabwe,Zimbabwe,Mombasa,2009-01-29,151.0,runs
2807,Australia,South Africa,South Africa,Perth,2009-01-30,39.0,runs
2808,Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),2009-01-31,4.0,wickets
2809,Sri Lanka,India,India,Colombo (RPS),2009-01-31,15.0,runs
2810,Australia,New Zealand,New Zealand,Perth,2009-02-01,2.0,wickets
2811,Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),2009-02-01,66.0,runs
2812,Sri Lanka,India,India,Colombo (RPS),2009-02-03,147.0,runs
2813,Kenya,Zimbabwe,Zimbabwe,Nairobi (Gym),2009-02-04,7.0,wickets
2814,Sri Lanka,India,India,Colombo (RPS),2009-02-05,67.0,runs
2815,Australia,New Zealand,New Zealand,Melbourne,2009-02-06,6.0,wickets
2816,Australia,New Zealand,Australia,Sydney,2009-02-08,32.0,runs
2817,Sri Lanka,India,Sri Lanka,Colombo (RPS),2009-02-08,68.0,runs
2818,Australia,New Zealand,Australia,Adelaide,2009-02-10,6.0,wickets
2819,Australia,New Zealand,no result,Brisbane,2009-02-13,30.0,wickets
2820,New Zealand,India,India,Napier,2009-03-03,53.0,runs
2821,New Zealand,India,no result,Wellington,2009-03-06,56.0,runs
2822,New Zealand,India,India,Christchurch,2009-03-08,58.0,runs
2823,New Zealand,India,India,Hamilton,2009-03-11,84.0,runs
2824,New Zealand,India,New Zealand,Auckland,2009-03-14,8.0,wickets
2825,West Indies,England,England,Providence,2009-03-20,1.0,run
2826,West Indies,England,West Indies,Providence,2009-03-22,21.0,runs
2827,West Indies,England,West Indies,Bridgetown,2009-03-27,8.0,wickets
2828,West Indies,England,England,Bridgetown,2009-03-29,9.0,wickets
2829,Ireland,Scotland,Ireland,Benoni,2009-04-01,7.0,wickets
2830,Kenya,Netherlands,Netherlands,Potchefstroom,2009-04-01,7.0,wickets
2831,South Africa,Australia,Australia,Durban,2009-04-03,141.0,runs
2832,West Indies,England,England,Gros Islet,2009-04-03,26.0,runs
2833,South Africa,Australia,South Africa,Centurion,2009-04-05,7.0,wickets
2834,Bermuda,Kenya,Kenya,Potchefstroom,2009-04-06,7.0,wickets
2835,Canada,Ireland,Ireland,Benoni,2009-04-06,6.0,wickets
2836,Bermuda,Netherlands,Netherlands,Potchefstroom,2009-04-08,63.0,runs
2837,Canada,Scotland,Canada,Benoni,2009-04-08,148.0,runs
2838,South Africa,Australia,South Africa,Cape Town,2009-04-09,25.0,runs
2839,South Africa,Australia,South Africa,Port Elizabeth,2009-04-13,61.0,runs
2840,South Africa,Australia,Australia,Johannesburg,2009-04-17,47.0,runs
2842,Canada,Ireland,Ireland,Centurion,2009-04-19,9.0,wickets
2843,Kenya,Netherlands,Netherlands,Potchefstroom,2009-04-19,6.0,wickets
2841,Afghanistan,Scotland,Afghanistan,Benoni,2009-04-19,89.0,runs
2844,Australia,Pakistan,Pakistan,Dubai (DSC),2009-04-22,4.0,wickets
2845,Australia,Pakistan,Australia,Dubai (DSC),2009-04-24,6.0,wickets
2846,Australia,Pakistan,Australia,Abu Dhabi,2009-04-27,27.0,runs
2847,Australia,Pakistan,Australia,Abu Dhabi,2009-05-01,8.0,wickets
2848,Australia,Pakistan,Pakistan,Abu Dhabi,2009-05-03,7.0,wickets
2849,England,West Indies,England,Bristol,2009-05-24,6.0,wickets
2850,England,West Indies,England,Birmingham,2009-05-26,58.0,runs
2851,West Indies,India,India,Kingston,2009-06-26,20.0,runs
